"Reservoir","Site","DateTime","Depth_m","Rep","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DateTime","Flag_TN","Flag_TP","Flag_NH4","Flag_NO3NO2","Flag_SRP","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"FCR",50,2013-04-11 12:00:00,6.2,1,NA,52.2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-11 12:00:00,8,1,NA,41.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-18 12:00:00,0.1,1,NA,26,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-18 12:00:00,0.8,1,NA,32.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-18 12:00:00,1.6,1,NA,36.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-18 12:00:00,2.8,1,NA,24.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-18 12:00:00,3.8,1,NA,35,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-18 12:00:00,5,1,NA,26.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-18 12:00:00,6.2,1,NA,24,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-18 12:00:00,8,1,NA,30.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-25 12:00:00,0.1,1,NA,27.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-25 12:00:00,0.8,1,NA,27.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-25 12:00:00,1.6,1,NA,31.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-25 12:00:00,2.8,1,NA,49.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-25 12:00:00,3.8,1,NA,24,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-25 12:00:00,5,1,NA,24,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-25 12:00:00,6.2,1,NA,33.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-04-25 12:00:00,8,1,NA,39.6,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-02 12:00:00,0.1,1,NA,35.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-02 12:00:00,0.8,1,NA,70.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-02 12:00:00,1.6,1,NA,46.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-02 12:00:00,2.8,1,NA,23.6,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-02 12:00:00,3.8,1,NA,18.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-02 12:00:00,5,1,NA,23.6,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-02 12:00:00,6.2,1,NA,18.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-02 12:00:00,8,1,NA,28.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-09 12:00:00,0.1,1,NA,21.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-09 12:00:00,0.8,1,NA,20.2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-09 12:00:00,1.6,1,NA,26.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-09 12:00:00,2.8,1,NA,31.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-09 12:00:00,3.8,1,NA,21.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-09 12:00:00,5,1,NA,35.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-09 12:00:00,6.2,1,NA,28,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-09 12:00:00,8,1,NA,24.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-16 12:00:00,0.1,1,NA,23.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-05-16 12:00:00,0.1,1,NA,49.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-16 12:00:00,0.8,1,NA,26.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-16 12:00:00,1.6,1,NA,27.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-16 12:00:00,2.8,1,NA,18.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-16 12:00:00,3.8,1,NA,52.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-16 12:00:00,5,1,NA,24,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-16 12:00:00,6.2,1,NA,30.7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-16 12:00:00,8,1,NA,23.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-23 12:00:00,0.1,1,NA,25.6,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-05-23 12:00:00,0.1,1,NA,32.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-23 12:00:00,0.8,1,NA,24,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-23 12:00:00,1.6,1,NA,21.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-23 12:00:00,2.8,1,NA,28.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-23 12:00:00,3.8,1,NA,20.6,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-23 12:00:00,5,1,NA,24.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-23 12:00:00,6.2,1,NA,29.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-23 12:00:00,8,1,NA,18.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-30 12:00:00,0.1,1,NA,22.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-05-30 12:00:00,0.1,1,NA,36.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-30 12:00:00,0.8,1,NA,34.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-30 12:00:00,1.6,1,NA,23.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-30 12:00:00,2.8,1,NA,26.2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-30 12:00:00,3.8,1,NA,32.6,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-30 12:00:00,5,1,NA,27,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-30 12:00:00,6.2,1,NA,25.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-05-30 12:00:00,8,1,NA,30.2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-06 12:00:00,0.1,1,NA,28.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-06 12:00:00,0.8,1,NA,25.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-06 12:00:00,1.6,1,NA,41.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-06 12:00:00,2.8,1,NA,33.2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-06 12:00:00,3.8,1,NA,27.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-06 12:00:00,5,1,NA,21.7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-06 12:00:00,6.2,1,NA,32.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-06 12:00:00,8,1,NA,35.7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-13 12:00:00,0.1,1,NA,21.7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-06-13 12:00:00,0.1,1,NA,35.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-13 12:00:00,1.6,1,NA,21.7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-13 12:00:00,3.8,1,NA,22.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-13 12:00:00,5,1,NA,23.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-13 12:00:00,6.2,1,NA,19.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-13 12:00:00,8,1,NA,18.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-20 12:00:00,0.1,1,NA,36.7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-20 12:00:00,0.8,1,NA,37.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-20 12:00:00,1.6,1,NA,37.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-20 12:00:00,2.8,1,NA,39.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-20 12:00:00,3.8,1,NA,38.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-20 12:00:00,5,1,NA,31.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-20 12:00:00,6.2,1,NA,39.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-20 12:00:00,8,1,NA,38.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-27 12:00:00,0.1,1,NA,23.2,7,6,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-06-27 12:00:00,0.1,1,NA,41.4,0,91,15,NA,NA,NA,NA,1,0,0,3,0,0,0,0,0,0
"FCR",50,2013-06-27 12:00:00,0.8,1,NA,30.3,5,9,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-27 12:00:00,1.6,1,NA,28.8,4,8,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-27 12:00:00,2.8,1,NA,22.4,0,8,3,NA,NA,NA,NA,1,0,0,3,0,0,0,0,0,0
"FCR",50,2013-06-27 12:00:00,3.8,1,NA,NA,12,20,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-27 12:00:00,5,1,NA,23.2,33,18,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-27 12:00:00,6.2,1,NA,27.2,34,16,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-06-27 12:00:00,8,1,NA,71.6,38,17,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-03 12:00:00,0.1,1,NA,38.9,20,26,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-07-03 12:00:00,0.1,1,NA,68.9,12,30,11,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-03 12:00:00,0.8,1,NA,48,25,13,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-03 12:00:00,1.6,1,NA,49.9,5,9,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-03 12:00:00,2.8,1,NA,74.4,6,15,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-03 12:00:00,3.8,1,NA,42.6,16,42,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-03 12:00:00,5,1,NA,45.3,43,24,8,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-03 12:00:00,6.2,1,NA,33.5,31,18,0,NA,NA,NA,NA,1,0,0,0,0,3,0,0,0,0
"FCR",50,2013-07-03 12:00:00,8,1,NA,35.3,42,16,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-11 12:00:00,0.1,1,NA,55.5,25,18,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-07-11 12:00:00,0.1,1,NA,48.8,11,31,10,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-11 12:00:00,0.8,1,NA,118.8,3,4,22,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-11 12:00:00,1.6,1,NA,42.2,2,4,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-11 12:00:00,2.8,1,NA,28,4,3,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-11 12:00:00,3.8,1,NA,24.7,9,9,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-11 12:00:00,5,1,NA,20.5,84,21,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-11 12:00:00,6.2,1,NA,23,78,22,0,NA,NA,NA,NA,1,0,0,0,0,3,0,0,0,0
"FCR",50,2013-07-11 12:00:00,8,1,NA,23.8,176,27,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-15 12:00:00,0.1,1,NA,29.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-07-15 12:00:00,0.1,1,NA,35,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-15 12:00:00,0.8,1,NA,35.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-15 12:00:00,1.6,1,NA,27.7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-15 12:00:00,2.8,1,NA,28.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-15 12:00:00,3.8,1,NA,21.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-15 12:00:00,5,1,NA,21.9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-15 12:00:00,6.2,1,NA,17,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-15 12:00:00,8,1,NA,21.1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-07-18 12:00:00,0.1,1,NA,NA,21,129,11,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-19 12:00:00,0.1,1,NA,43,19,23,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-07-19 12:00:00,0.1,1,NA,44.8,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-19 12:00:00,0.8,1,NA,48,11,10,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-19 12:00:00,1.6,1,NA,60.5,7,44,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-19 12:00:00,2.8,1,NA,35.5,6,8,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-19 12:00:00,3.8,1,NA,42.2,48,56,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-19 12:00:00,5,1,NA,44.8,82,38,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-19 12:00:00,6.2,1,NA,76.6,48,45,8,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-19 12:00:00,8,1,NA,51.3,135,77,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-22 12:00:00,0.1,1,NA,32.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-22 12:00:00,0.8,1,NA,37.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-22 12:00:00,1.6,1,NA,55.4,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-22 12:00:00,2.8,1,NA,89.7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-22 12:00:00,3.8,1,NA,41.5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-22 12:00:00,5,1,NA,26,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-22 12:00:00,6.2,1,NA,51.3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-22 12:00:00,8,1,NA,38.2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-25 12:00:00,0.1,1,NA,36.2,12,9,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-07-25 12:00:00,0.1,1,NA,59.8,13,58,12,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-25 12:00:00,0.8,1,NA,70.7,6,5,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-25 12:00:00,1.6,1,NA,62.5,4,7,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-25 12:00:00,2.8,1,NA,23,15,12,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-25 12:00:00,3.8,1,NA,45.2,92,16,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-25 12:00:00,5,1,NA,62.6,19,20,16,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-25 12:00:00,6.2,1,NA,32.6,156,20,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-25 12:00:00,8,1,NA,98,30,15,10,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-29 12:00:00,0.1,1,NA,23.9,3,6,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-07-29 12:00:00,0.1,1,NA,52.6,0,66,13,NA,NA,NA,NA,1,0,0,3,0,0,0,0,0,0
"FCR",50,2013-07-29 12:00:00,0.8,1,NA,36.2,7,4,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-29 12:00:00,1.6,1,NA,76.4,3,4,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-29 12:00:00,2.8,1,NA,52.6,3,4,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-29 12:00:00,3.8,1,NA,38.6,7,6,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-29 12:00:00,5,1,NA,35.4,14,6,0,NA,NA,NA,NA,1,0,0,0,0,3,0,0,0,0
"FCR",50,2013-07-29 12:00:00,6.2,1,NA,40.3,54,14,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-07-29 12:00:00,8,1,NA,22.2,158,26,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-01 12:00:00,0.1,1,NA,51,5,4,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-08-01 12:00:00,0.1,1,NA,79.3,7,56,13,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-01 12:00:00,0.8,1,NA,51,60,0,4,NA,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2013-08-01 12:00:00,1.6,1,NA,51.9,7,4,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-01 12:00:00,2.8,1,NA,68.5,4,5,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-01 12:00:00,3.8,1,NA,38.6,255,14,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-01 12:00:00,5,1,NA,40.2,107,16,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-01 12:00:00,6.2,1,NA,68.5,496,9,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-01 12:00:00,8,1,NA,53.5,919,11,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-05 12:00:00,0.1,1,NA,43.5,2,4,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-08-05 12:00:00,0.1,1,NA,36.4,17,70,14,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-05 12:00:00,0.8,1,NA,48.2,4,5,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-05 12:00:00,1.6,1,NA,45.8,12,6,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-05 12:00:00,2.8,1,NA,23,4,4,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-05 12:00:00,3.8,1,NA,18.3,2,4,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-05 12:00:00,5,1,NA,27.7,81,10,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-05 12:00:00,6.2,1,NA,13.6,95,10,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-05 12:00:00,8,1,NA,43.5,95,9,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-08 12:00:00,0.1,1,NA,43.7,17,10,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2013-08-08 12:00:00,0.1,1,NA,61.7,7,66,16,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2013-08-08 12:00:00,0.8,1,NA,25.7,10,5,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
